Invoice ID,Rama,Distrito,Cliente,Genero,Línea de Producto,Precio unitario,Cantidad,Precio Base,IGV,Total,Fecha,Hora,Método de Pago,Rating
175-10-4335,A,San Isidro,Normal,Femenino,Ropa y calzados,32.1,2,64.2,11.56,75.76,9/02/2021,13:12,Tarjeta bancaria,5.5
175-12-4928,D,Surquillo,Miembro,Masculino,Accesorios electrónicos,68.14,3,204.42,36.8,241.22,24/07/2022,20:33,Tarjeta bancaria,4.8
175-14-4056,A,Surquillo,Normal,Masculino,Ropa y calzados,59.51,9,535.59,96.41,632,4/07/2023,19:21,Efectivo,5.6
175-14-4903,B,Miraflores,Miembro,Masculino,Deportes y viajes,44.04,2,88.08,15.85,103.93,3/11/2021,22:52,Efectivo,7.6
175-14-6795,B,Surquillo,Normal,Femenino,Salud y belleza,72.11,10,721.1,129.8,850.9,8/05/2023,10:17,Tarjeta bancaria,8.3
175-20-4141,B,Miraflores,Miembro,Masculino,Comidas y bebidas,60.37,8,482.96,86.93,569.89,1/09/2021,22:54,Efectivo,5
175-21-3562,D,Surco,Normal,Femenino,Hogar y estilo de vida,83.23,6,499.38,89.89,589.27,12/08/2022,22:33,Tarjeta bancaria,6.5
175-21-4841,B,Surquillo,Normal,Masculino,Salud y belleza,12.44,8,99.52,17.91,117.43,6/10/2021,10:48,Billetera digital,6.2
175-25-9868,A,Surquillo,Normal,Femenino,Accesorios de moda,18.38,1,18.38,3.31,21.69,2/03/2021,08:05,Efectivo,8.3
175-31-3853,B,San Borja,Normal,Femenino,Comidas y bebidas,84.8,2,169.6,30.53,200.13,27/04/2021,13:00,Efectivo,8
175-39-2178,D,San Borja,Miembro,Masculino,Accesorios electrónicos,58.79,5,293.95,52.91,346.86,22/05/2022,16:56,Tarjeta bancaria,4.9
175-52-5293,D,San Isidro,Miembro,Masculino,Comidas y bebidas,57.25,5,286.25,51.53,337.78,10/03/2022,21:25,Tarjeta bancaria,6.7
175-56-4542,C,San Borja,Normal,Masculino,Comidas y bebidas,19.04,4,76.16,13.71,89.87,19/12/2021,14:33,Billetera digital,4.4
175-56-6809,A,San Borja,Normal,Masculino,Comidas y bebidas,51.87,4,207.48,37.35,244.83,15/07/2023,14:40,Billetera digital,8.2
175-61-8949,D,San Borja,Normal,Masculino,Hogar y estilo de vida,71.83,4,287.32,51.72,339.04,7/09/2021,22:45,Efectivo,6.4
175-63-1253,D,Surco,Normal,Femenino,Hogar y estilo de vida,53.46,8,427.68,76.98,504.66,20/12/2023,12:25,Efectivo,5.4
175-69-7758,C,Surco,Normal,Femenino,Accesorios electrónicos,64.01,4,256.04,46.09,302.13,1/10/2023,13:25,Billetera digital,4.1
175-69-8943,C,Surco,Miembro,Masculino,Salud y belleza,18.65,4,74.6,13.43,88.03,6/02/2023,08:08,Tarjeta bancaria,8.5
175-75-5377,C,Miraflores,Miembro,Masculino,Deportes y viajes,47.62,9,428.58,77.14,505.72,10/10/2023,09:57,Billetera digital,8.7
175-78-7984,A,Miraflores,Normal,Femenino,Comidas y bebidas,81.33,7,569.31,102.48,671.79,31/03/2023,13:09,Efectivo,6.5
175-81-5347,C,San Borja,Miembro,Masculino,Comidas y bebidas,88.02,9,792.18,142.59,934.77,6/11/2021,19:25,Billetera digital,6.6
175-83-4015,A,San Borja,Normal,Femenino,Hogar y estilo de vida,73.46,3,220.38,39.67,260.05,24/08/2021,20:15,Efectivo,5.6
175-86-2449,D,Surquillo,Miembro,Masculino,Accesorios electrónicos,14.24,4,56.96,10.25,67.21,27/05/2022,17:12,Tarjeta bancaria,6.7
175-90-7617,A,Miraflores,Normal,Masculino,Comidas y bebidas,55.37,5,276.85,49.83,326.68,28/06/2023,10:18,Efectivo,4.5
175-93-1124,D,San Isidro,Normal,Masculino,Accesorios electrónicos,55.09,5,275.45,49.58,325.03,5/11/2022,11:15,Billetera digital,8.7
176-11-3697,A,Miraflores,Miembro,Masculino,Accesorios electrónicos,77.93,10,779.3,140.27,919.57,7/10/2022,18:45,Efectivo,5.4
176-13-4450,C,San Borja,Normal,Femenino,Salud y belleza,34.02,3,102.06,18.37,120.43,19/01/2022,20:52,Efectivo,5.9
176-13-5306,C,San Borja,Miembro,Masculino,Comidas y bebidas,25.15,8,201.2,36.22,237.42,22/02/2021,22:32,Efectivo,6.6
176-14-1050,A,Surquillo,Normal,Femenino,Hogar y estilo de vida,11.48,10,114.8,20.66,135.46,19/12/2021,15:41,Efectivo,7.6
176-14-3495,B,Surquillo,Normal,Femenino,Hogar y estilo de vida,60.2,8,481.6,86.69,568.29,25/03/2023,08:34,Efectivo,8.5
176-26-1110,A,San Isidro,Normal,Femenino,Juguetes y arte,70.53,7,493.71,88.87,582.58,31/10/2021,19:02,Tarjeta bancaria,4.4
176-28-2011,A,Surquillo,Normal,Femenino,Ropa y calzados,52.84,1,52.84,9.51,62.35,6/09/2021,18:44,Billetera digital,7.9
176-29-1130,D,Surquillo,Miembro,Masculino,Accesorios electrónicos,21.43,3,64.29,11.57,75.86,27/02/2021,16:26,Billetera digital,8.3
176-31-6494,C,San Borja,Miembro,Masculino,Comidas y bebidas,30.15,7,211.05,37.99,249.04,24/06/2021,09:52,Efectivo,10
176-33-9591,A,San Borja,Miembro,Masculino,Deportes y viajes,71.47,8,571.76,102.92,674.68,4/07/2022,19:28,Tarjeta bancaria,7.9
176-42-8677,A,San Isidro,Miembro,Masculino,Accesorios de moda,23.82,4,95.28,17.15,112.43,22/03/2022,19:07,Billetera digital,9.5
176-43-1129,C,Miraflores,Normal,Masculino,Deportes y viajes,65.35,6,392.1,70.58,462.68,2/02/2023,22:10,Tarjeta bancaria,7.7
176-43-3744,A,Surquillo,Normal,Femenino,Salud y belleza,60.67,6,364.02,65.52,429.54,18/12/2022,08:25,Tarjeta bancaria,6.2
176-44-7829,A,San Borja,Normal,Femenino,Accesorios electrónicos,41.27,2,82.54,14.86,97.4,8/06/2022,09:25,Efectivo,7.8
176-45-4600,B,Surquillo,Normal,Femenino,Comidas y bebidas,69.34,6,416.04,74.89,490.93,21/07/2021,12:49,Efectivo,5.5
176-45-9586,B,San Isidro,Miembro,Masculino,Comidas y bebidas,48.24,4,192.96,34.73,227.69,12/09/2022,09:18,Billetera digital,6.9
176-48-2588,C,Surco,Normal,Masculino,Salud y belleza,17.34,9,156.06,28.09,184.15,8/06/2022,22:42,Billetera digital,7.6
176-50-6401,B,San Borja,Miembro,Masculino,Deportes y viajes,73.15,4,292.6,52.67,345.27,24/11/2021,10:32,Billetera digital,9.7
176-58-9467,C,Surquillo,Normal,Masculino,Juguetes y arte,19.11,10,191.1,34.4,225.5,20/09/2022,15:53,Tarjeta bancaria,6.7
176-75-2851,D,Surco,Miembro,Masculino,Comidas y bebidas,51.79,8,414.32,74.58,488.9,22/05/2021,12:55,Efectivo,9.4
176-75-9668,C,Miraflores,Normal,Masculino,Comidas y bebidas,68.53,3,205.59,37.01,242.6,14/05/2023,17:47,Tarjeta bancaria,4.3
176-79-5754,D,Surco,Normal,Masculino,Accesorios de moda,84.11,3,252.33,45.42,297.75,28/12/2021,22:03,Tarjeta bancaria,8.2
176-81-2917,D,San Borja,Miembro,Masculino,Accesorios electrónicos,27.23,9,245.07,44.11,289.18,30/09/2022,10:49,Billetera digital,7.3
176-82-4081,A,Surco,Normal,Femenino,Comidas y bebidas,37.01,8,296.08,53.29,349.37,24/10/2021,20:37,Efectivo,6.9
176-85-4612,D,San Borja,Normal,Femenino,Salud y belleza,67.3,3,201.9,36.34,238.24,3/06/2022,13:54,Efectivo,5.5
176-85-4843,D,Miraflores,Miembro,Masculino,Accesorios de moda,37.5,8,300,54,354,29/09/2021,16:50,Billetera digital,8
176-94-6477,D,San Isidro,Miembro,Masculino,Deportes y viajes,88.79,9,799.11,143.84,942.95,18/06/2022,19:57,Billetera digital,9.3
176-95-3614,A,Surco,Normal,Femenino,Accesorios de moda,51.01,5,255.05,45.91,300.96,12/08/2023,22:20,Billetera digital,9
177-12-1795,A,San Isidro,Normal,Masculino,Accesorios electrónicos,30.84,9,277.56,49.96,327.52,12/04/2021,18:58,Tarjeta bancaria,8.5
177-12-9267,D,Surco,Normal,Masculino,Salud y belleza,12.29,5,61.45,11.06,72.51,2/02/2022,11:34,Tarjeta bancaria,4.6
177-13-1686,B,Surquillo,Normal,Femenino,Accesorios electrónicos,27.15,1,27.15,4.89,32.04,15/05/2023,20:38,Tarjeta bancaria,7.3
177-15-2302,C,San Borja,Miembro,Masculino,Ropa y calzados,44.28,6,265.68,47.82,313.5,14/04/2021,10:16,Efectivo,5.4
177-15-4736,B,Surco,Normal,Femenino,Accesorios electrónicos,78.86,1,78.86,14.19,93.05,13/01/2023,22:46,Efectivo,7.6
177-18-8800,B,Surco,Normal,Femenino,Juguetes y arte,38.56,1,38.56,6.94,45.5,22/01/2022,12:25,Efectivo,6.2
177-24-1122,C,San Isidro,Miembro,Masculino,Accesorios electrónicos,14.88,10,148.8,26.78,175.58,23/06/2022,09:15,Tarjeta bancaria,8.6
177-30-1061,A,Miraflores,Miembro,Masculino,Ropa y calzados,57.2,1,57.2,10.3,67.5,19/03/2022,15:35,Efectivo,7
177-31-1184,B,San Borja,Miembro,Masculino,Comidas y bebidas,50.44,7,353.08,63.55,416.63,21/09/2023,22:31,Billetera digital,4.2
177-33-6932,D,Miraflores,Miembro,Femenino,Hogar y estilo de vida,32.48,3,97.44,17.54,114.98,6/01/2023,10:03,Tarjeta bancaria,4.2
177-39-9384,A,Miraflores,Normal,Femenino,Ropa y calzados,22.94,5,114.7,20.65,135.35,12/03/2022,12:41,Efectivo,8.3
177-42-2886,C,San Isidro,Normal,Masculino,Accesorios electrónicos,52.62,3,157.86,28.41,186.27,7/06/2021,09:41,Tarjeta bancaria,4.4
177-43-1330,C,San Isidro,Miembro,Masculino,Accesorios de moda,52.26,4,209.04,37.63,246.67,16/02/2023,20:12,Efectivo,9.5
177-47-6770,C,Surco,Miembro,Masculino,Salud y belleza,10.93,6,65.58,11.8,77.38,4/06/2021,19:01,Billetera digital,9.4
177-47-8052,B,San Borja,Normal,Femenino,Accesorios de moda,35.68,6,214.08,38.53,252.61,28/10/2023,09:06,Tarjeta bancaria,9.2
177-51-7600,C,Surquillo,Normal,Masculino,Ropa y calzados,60.85,7,425.95,76.67,502.62,8/09/2021,12:58,Efectivo,9.3
177-55-2043,C,Surco,Miembro,Masculino,Deportes y viajes,52.79,5,263.95,47.51,311.46,2/02/2021,09:49,Billetera digital,7.4
177-60-6917,A,San Borja,Normal,Femenino,Ropa y calzados,60.09,2,120.18,21.63,141.81,18/09/2021,21:50,Tarjeta bancaria,6.8
177-60-7048,A,Miraflores,Normal,Masculino,Juguetes y arte,55.65,1,55.65,10.02,65.67,23/11/2022,18:15,Tarjeta bancaria,4.9
177-61-3495,B,San Isidro,Miembro,Masculino,Ropa y calzados,68.17,6,409.02,73.62,482.64,13/04/2021,15:11,Billetera digital,7.9
177-68-7882,C,Miraflores,Normal,Femenino,Salud y belleza,33.68,5,168.4,30.31,198.71,7/03/2021,08:04,Billetera digital,5.4
177-87-4008,C,San Isidro,Normal,Femenino,Deportes y viajes,80.26,6,481.56,86.68,568.24,5/11/2023,17:12,Billetera digital,5.5
177-87-4130,C,San Borja,Normal,Masculino,Salud y belleza,22.78,5,113.9,20.5,134.4,19/03/2022,20:19,Efectivo,8.5
178-16-3601,A,San Isidro,Normal,Femenino,Accesorios de moda,64.93,6,389.58,70.12,459.7,30/03/2021,18:29,Efectivo,6.9
178-16-6790,C,Miraflores,Normal,Masculino,Comidas y bebidas,55.63,9,500.67,90.12,590.79,21/11/2022,19:11,Tarjeta bancaria,5.6
178-21-5416,B,Miraflores,Miembro,Femenino,Salud y belleza,62.15,5,310.75,55.94,366.69,1/07/2023,16:54,Billetera digital,5.6
178-22-1113,A,San Borja,Miembro,Masculino,Accesorios electrónicos,50.89,10,508.9,91.6,600.5,12/06/2021,09:16,Billetera digital,6.6
178-27-8565,B,San Isidro,Normal,Masculino,Deportes y viajes,30.94,3,92.82,16.71,109.53,5/10/2022,12:32,Tarjeta bancaria,8.3
178-31-5325,C,Surquillo,Normal,Masculino,Hogar y estilo de vida,18.61,10,186.1,33.5,219.6,18/04/2023,11:07,Efectivo,7.4
178-32-3841,A,San Borja,Normal,Masculino,Deportes y viajes,32.65,5,163.25,29.39,192.64,10/06/2021,20:24,Efectivo,8.7
178-34-7946,A,Surquillo,Normal,Femenino,Salud y belleza,21.62,1,21.62,3.89,25.51,8/11/2021,20:21,Efectivo,5.2
178-36-8855,A,Miraflores,Miembro,Masculino,Ropa y calzados,81.42,10,814.2,146.56,960.76,8/01/2023,17:47,Tarjeta bancaria,5.9
178-39-8864,B,Surco,Miembro,Femenino,Hogar y estilo de vida,83.66,8,669.28,120.47,789.75,3/12/2021,22:26,Efectivo,9.5
178-42-5508,C,Surco,Miembro,Masculino,Ropa y calzados,49.45,2,98.9,17.8,116.7,12/07/2022,20:38,Efectivo,6.1
178-49-6112,A,San Isidro,Miembro,Masculino,Comidas y bebidas,25.42,8,203.36,36.6,239.96,22/11/2023,14:35,Billetera digital,8.8
178-51-8743,B,Surco,Miembro,Masculino,Ropa y calzados,38.79,3,116.37,20.95,137.32,5/09/2023,10:29,Tarjeta bancaria,8.6
178-55-1143,B,Surco,Miembro,Masculino,Accesorios electrónicos,76.65,9,689.85,124.17,814.02,5/07/2023,08:47,Tarjeta bancaria,7.5
178-69-5236,D,San Isidro,Miembro,Masculino,Comidas y bebidas,45.55,9,409.95,73.79,483.74,10/08/2022,14:29,Tarjeta bancaria,5.1
178-75-4357,A,Surco,Miembro,Femenino,Ropa y calzados,42.57,10,425.7,76.63,502.33,23/05/2022,13:00,Billetera digital,9.2
178-76-5303,D,Surco,Normal,Masculino,Deportes y viajes,34.74,6,208.44,37.52,245.96,21/02/2021,22:23,Tarjeta bancaria,4.9
178-76-7376,D,Miraflores,Miembro,Masculino,Deportes y viajes,50.96,3,152.88,27.52,180.4,8/05/2022,14:39,Tarjeta bancaria,9.3
178-81-3827,B,Surco,Normal,Masculino,Comidas y bebidas,11.47,4,45.88,8.26,54.14,14/12/2023,21:30,Billetera digital,8.5
178-88-3973,B,San Borja,Normal,Femenino,Comidas y bebidas,71.64,5,358.2,64.48,422.68,17/12/2022,08:52,Efectivo,8.8
178-90-6073,D,Surquillo,Normal,Femenino,Deportes y viajes,80.9,6,485.4,87.37,572.77,1/10/2023,08:19,Billetera digital,9.9
178-96-7564,A,Surquillo,Normal,Masculino,Juguetes y arte,42.34,7,296.38,53.35,349.73,28/08/2021,19:25,Tarjeta bancaria,6.2
178-97-4961,A,Surquillo,Normal,Femenino,Salud y belleza,69.18,2,138.36,24.9,163.26,27/05/2022,21:04,Billetera digital,4.1
179-13-6795,A,Surco,Miembro,Femenino,Comidas y bebidas,26.3,9,236.7,42.61,279.31,19/05/2023,14:14,Efectivo,8.7
179-14-7117,A,San Borja,Miembro,Femenino,Accesorios de moda,69.78,5,348.9,62.8,411.7,1/04/2023,19:23,Efectivo,9.8
179-16-1143,C,Surco,Miembro,Masculino,Salud y belleza,48.01,6,288.06,51.85,339.91,5/09/2021,20:47,Efectivo,5.6
179-23-8649,D,Surquillo,Normal,Femenino,Comidas y bebidas,64.51,5,322.55,58.06,380.61,6/07/2023,16:24,Billetera digital,5.5
179-24-1783,C,Surco,Normal,Femenino,Hogar y estilo de vida,67.97,5,339.85,61.17,401.02,18/09/2022,12:18,Billetera digital,6.1
179-27-4149,D,Surquillo,Normal,Masculino,Salud y belleza,52.05,2,104.1,18.74,122.84,3/03/2023,16:18,Efectivo,8.8
179-31-8293,B,San Borja,Miembro,Femenino,Accesorios de moda,42.21,5,211.05,37.99,249.04,7/11/2023,16:58,Billetera digital,4.3
179-34-6845,A,San Isidro,Miembro,Femenino,Accesorios electrónicos,87.98,2,175.96,31.67,207.63,8/08/2022,16:26,Efectivo,4.6
179-35-5767,B,Miraflores,Miembro,Masculino,Accesorios electrónicos,40.16,9,361.44,65.06,426.5,21/09/2022,19:01,Tarjeta bancaria,8.9
179-39-9716,B,San Isidro,Normal,Masculino,Deportes y viajes,12.2,4,48.8,8.78,57.58,5/12/2022,22:08,Tarjeta bancaria,8.1
179-46-8940,B,Miraflores,Normal,Masculino,Accesorios de moda,29.88,2,59.76,10.76,70.52,9/02/2022,14:57,Efectivo,5.3
179-48-8051,C,Surco,Miembro,Femenino,Hogar y estilo de vida,17.43,7,122.01,21.96,143.97,20/06/2022,08:19,Efectivo,5.2
179-54-4658,C,Miraflores,Miembro,Masculino,Hogar y estilo de vida,67.84,5,339.2,61.06,400.26,28/02/2022,10:56,Tarjeta bancaria,8.1
179-54-5910,B,San Borja,Normal,Femenino,Hogar y estilo de vida,74.57,3,223.71,40.27,263.98,20/04/2021,11:11,Tarjeta bancaria,6.1
179-60-9166,B,Miraflores,Normal,Femenino,Deportes y viajes,56.76,2,113.52,20.43,133.95,6/05/2022,17:17,Tarjeta bancaria,8.6
179-63-1298,B,Miraflores,Miembro,Femenino,Ropa y calzados,73.63,8,589.04,106.03,695.07,31/03/2021,18:18,Tarjeta bancaria,9.3
179-67-9715,C,San Isidro,Miembro,Masculino,Deportes y viajes,85.88,10,858.8,154.58,1013.38,13/10/2023,13:46,Tarjeta bancaria,9
179-68-2604,B,San Borja,Normal,Femenino,Hogar y estilo de vida,69.62,5,348.1,62.66,410.76,28/06/2022,17:44,Billetera digital,4.1
179-70-5321,B,Surquillo,Normal,Femenino,Accesorios de moda,10.18,7,71.26,12.83,84.09,29/10/2023,18:25,Efectivo,9.8
179-75-1407,D,San Isidro,Normal,Masculino,Comidas y bebidas,20.15,10,201.5,36.27,237.77,30/01/2022,10:56,Efectivo,5.9
179-85-5122,D,Miraflores,Normal,Femenino,Hogar y estilo de vida,32.5,6,195,35.1,230.1,5/12/2023,20:11,Billetera digital,6.8
179-87-7152,A,Surquillo,Normal,Masculino,Accesorios electrónicos,67.29,4,269.16,48.45,317.61,17/09/2022,08:01,Efectivo,8.1
179-88-9001,D,Surco,Miembro,Femenino,Salud y belleza,79.32,5,396.6,71.39,467.99,17/08/2022,16:53,Tarjeta bancaria,10
179-89-9144,A,Miraflores,Normal,Masculino,Hogar y estilo de vida,53.25,5,266.25,47.93,314.18,9/10/2022,11:34,Efectivo,6.4
179-90-6042,B,Miraflores,Normal,Masculino,Comidas y bebidas,84.46,1,84.46,15.2,99.66,6/06/2021,08:56,Efectivo,9.7
179-97-6634,C,San Borja,Miembro,Masculino,Comidas y bebidas,84.76,5,423.8,76.28,500.08,21/02/2022,21:52,Tarjeta bancaria,6.4
180-10-7888,C,Miraflores,Normal,Masculino,Salud y belleza,39.54,3,118.62,21.35,139.97,16/03/2022,13:14,Efectivo,4.8
180-19-7424,B,San Isidro,Normal,Femenino,Hogar y estilo de vida,65.82,5,329.1,59.24,388.34,12/05/2022,13:22,Tarjeta bancaria,4.9
180-30-9100,C,Miraflores,Miembro,Femenino,Deportes y viajes,37.01,3,111.03,19.99,131.02,25/12/2021,13:56,Efectivo,5.1
180-33-8665,A,San Borja,Normal,Masculino,Comidas y bebidas,71.28,4,285.12,51.32,336.44,1/03/2021,16:00,Efectivo,4.6
180-35-6218,A,San Isidro,Miembro,Femenino,Deportes y viajes,72.9,6,437.4,78.73,516.13,20/11/2023,11:32,Efectivo,6.1
180-36-9723,B,Surquillo,Normal,Femenino,Accesorios electrónicos,29.25,4,117,21.06,138.06,7/06/2021,12:55,Efectivo,5.4
180-39-9272,C,Surco,Normal,Masculino,Juguetes y arte,83.07,4,332.28,59.81,392.09,20/02/2022,08:49,Efectivo,9.3
180-40-3719,B,Surco,Normal,Femenino,Salud y belleza,67.43,8,539.44,97.1,636.54,9/08/2023,17:24,Efectivo,4.4
180-40-4094,A,Miraflores,Miembro,Masculino,Accesorios electrónicos,24.99,6,149.94,26.99,176.93,4/08/2021,20:42,Efectivo,7
180-48-2627,A,San Borja,Normal,Femenino,Salud y belleza,54.26,5,271.3,48.83,320.13,20/02/2021,22:27,Efectivo,4.7
180-50-4758,B,Surquillo,Normal,Masculino,Ropa y calzados,88.02,2,176.04,31.69,207.73,27/06/2023,12:49,Billetera digital,4.2
180-55-6358,A,San Borja,Miembro,Femenino,Ropa y calzados,29.48,9,265.32,47.76,313.08,3/01/2023,12:28,Efectivo,7.2
180-57-1122,A,Miraflores,Miembro,Masculino,Hogar y estilo de vida,17.67,7,123.69,22.26,145.95,22/06/2022,16:19,Efectivo,5.2
180-57-7633,B,San Borja,Normal,Femenino,Comidas y bebidas,83.1,7,581.7,104.71,686.41,1/03/2022,16:07,Tarjeta bancaria,8.8
180-60-9135,B,Miraflores,Miembro,Femenino,Ropa y calzados,81.01,5,405.05,72.91,477.96,21/10/2022,13:34,Tarjeta bancaria,9.2
180-70-9931,A,Surco,Miembro,Femenino,Accesorios electrónicos,75.28,9,677.52,121.95,799.47,8/02/2023,14:58,Tarjeta bancaria,10
180-74-7497,B,Surco,Miembro,Femenino,Deportes y viajes,99.96,1,99.96,17.99,117.95,29/12/2021,22:14,Billetera digital,7.5
180-74-9473,A,Surquillo,Miembro,Masculino,Accesorios electrónicos,14.18,5,70.9,12.76,83.66,30/05/2021,20:04,Billetera digital,7.5
180-77-2574,A,Surquillo,Normal,Masculino,Deportes y viajes,78.55,7,549.85,98.97,648.82,18/09/2021,18:21,Billetera digital,5.6
180-77-4969,C,San Isidro,Normal,Femenino,Juguetes y arte,68.04,5,340.2,61.24,401.44,15/02/2021,12:10,Tarjeta bancaria,8.2
180-78-5000,B,Surco,Normal,Femenino,Accesorios de moda,83.11,8,664.88,119.68,784.56,17/05/2022,09:36,Billetera digital,9
180-81-8312,C,San Isidro,Miembro,Masculino,Deportes y viajes,23.01,8,184.08,33.13,217.21,23/11/2021,10:50,Tarjeta bancaria,6.3
180-87-3301,C,San Isidro,Miembro,Masculino,Hogar y estilo de vida,51.92,3,155.76,28.04,183.8,16/10/2022,17:29,Efectivo,7.1
180-87-5623,C,Miraflores,Miembro,Masculino,Ropa y calzados,60.78,2,121.56,21.88,143.44,31/10/2021,22:44,Billetera digital,4.5
180-92-1161,D,Miraflores,Miembro,Femenino,Comidas y bebidas,36.27,2,72.54,13.06,85.6,5/08/2023,18:30,Billetera digital,8.1
180-97-4658,C,Miraflores,Normal,Femenino,Accesorios electrónicos,68.14,4,272.56,49.06,321.62,10/07/2022,16:17,Efectivo,7
180-97-6194,B,San Isidro,Miembro,Femenino,Deportes y viajes,15.45,8,123.6,22.25,145.85,31/01/2022,10:39,Billetera digital,5.9
180-97-9229,D,San Borja,Normal,Femenino,Hogar y estilo de vida,54.79,2,109.58,19.72,129.3,25/01/2022,14:21,Efectivo,8.4
181-11-9989,C,San Isidro,Normal,Femenino,Juguetes y arte,13.4,3,40.2,7.24,47.44,20/12/2023,12:43,Tarjeta bancaria,4.6
181-12-9991,A,Surco,Normal,Masculino,Ropa y calzados,21.11,3,63.33,11.4,74.73,8/12/2021,21:31,Billetera digital,6.1
181-19-3157,A,San Borja,Normal,Femenino,Ropa y calzados,86.96,5,434.8,78.26,513.06,11/07/2023,14:27,Tarjeta bancaria,7.5
181-19-5536,C,San Borja,Normal,Femenino,Deportes y viajes,21.35,2,42.7,7.69,50.39,28/11/2022,18:01,Tarjeta bancaria,5.6
181-19-5862,C,Miraflores,Normal,Femenino,Hogar y estilo de vida,18.23,2,36.46,6.56,43.02,26/06/2022,09:46,Efectivo,6.3
181-27-9633,B,Surquillo,Normal,Femenino,Accesorios de moda,11.07,1,11.07,1.99,13.06,15/10/2023,16:29,Efectivo,8.9
181-32-6885,C,Surco,Miembro,Masculino,Accesorios electrónicos,36.75,8,294,52.92,346.92,27/11/2021,16:01,Billetera digital,8.5
181-32-9381,A,Miraflores,Miembro,Masculino,Hogar y estilo de vida,53.11,4,212.44,38.24,250.68,10/09/2021,16:59,Tarjeta bancaria,4.8
181-41-5534,C,San Isidro,Normal,Femenino,Deportes y viajes,60.71,8,485.68,87.42,573.1,9/06/2023,09:44,Efectivo,9.7
181-50-6460,A,Miraflores,Miembro,Masculino,Accesorios electrónicos,86.35,2,172.7,31.09,203.79,4/07/2022,16:40,Tarjeta bancaria,9.3
181-55-9503,A,Miraflores,Miembro,Femenino,Comidas y bebidas,38.78,4,155.12,27.92,183.04,31/08/2021,11:14,Tarjeta bancaria,6.6
181-58-1637,C,Surquillo,Normal,Femenino,Hogar y estilo de vida,66.85,6,401.1,72.2,473.3,23/05/2021,17:00,Billetera digital,4.1
181-59-9624,B,Miraflores,Miembro,Masculino,Comidas y bebidas,17.08,7,119.56,21.52,141.08,2/10/2021,10:15,Tarjeta bancaria,5.4
181-64-6987,A,San Isidro,Normal,Masculino,Accesorios de moda,86.56,8,692.48,124.65,817.13,7/07/2021,10:00,Billetera digital,5.5
181-66-6075,C,Surco,Normal,Femenino,Ropa y calzados,25.06,9,225.54,40.6,266.14,18/04/2022,13:27,Efectivo,7.4
181-67-2601,B,Miraflores,Normal,Femenino,Salud y belleza,74.36,3,223.08,40.15,263.23,30/09/2022,13:50,Efectivo,4.1
181-69-5908,D,San Isidro,Normal,Masculino,Salud y belleza,15.28,10,152.8,27.5,180.3,18/06/2023,16:40,Billetera digital,4.5
181-72-5748,A,Surquillo,Miembro,Masculino,Juguetes y arte,13.56,4,54.24,9.76,64,16/01/2021,08:25,Billetera digital,9.3
181-73-7797,A,San Isidro,Normal,Femenino,Deportes y viajes,43.7,7,305.9,55.06,360.96,25/04/2023,22:49,Efectivo,4.1
181-78-3173,D,Surquillo,Normal,Masculino,Accesorios electrónicos,80.05,6,480.3,86.45,566.75,25/10/2021,18:27,Billetera digital,7.5
181-79-5599,A,Surco,Miembro,Masculino,Deportes y viajes,45.48,7,318.36,57.3,375.66,11/11/2023,14:54,Efectivo,5.1
181-86-3994,D,San Borja,Miembro,Femenino,Hogar y estilo de vida,15.71,4,62.84,11.31,74.15,1/03/2022,15:49,Billetera digital,5.5
181-93-6066,D,San Borja,Normal,Masculino,Deportes y viajes,21.07,3,63.21,11.38,74.59,15/08/2023,10:01,Efectivo,5.4
181-93-6876,B,San Borja,Normal,Masculino,Salud y belleza,48.31,1,48.31,8.7,57.01,14/05/2022,11:05,Efectivo,8.1
181-94-3586,A,Surquillo,Miembro,Masculino,Ropa y calzados,70.2,7,491.4,88.45,579.85,10/12/2021,15:57,Efectivo,6.2
181-98-4186,A,Miraflores,Miembro,Femenino,Ropa y calzados,83.36,9,750.24,135.04,885.28,10/07/2023,16:06,Tarjeta bancaria,9.8
181-98-8701,A,San Isidro,Normal,Masculino,Salud y belleza,53.07,3,159.21,28.66,187.87,18/07/2023,10:59,Tarjeta bancaria,4.8
182-16-9744,B,Miraflores,Normal,Femenino,Comidas y bebidas,61.62,4,246.48,44.37,290.85,29/10/2022,18:53,Tarjeta bancaria,7.9
182-18-4687,D,Surco,Normal,Masculino,Accesorios electrónicos,74.76,4,299.04,53.83,352.87,23/07/2023,09:24,Tarjeta bancaria,6.7
182-19-7935,A,San Borja,Normal,Femenino,Hogar y estilo de vida,54.53,3,163.59,29.45,193.04,9/06/2022,19:09,Tarjeta bancaria,6.2
182-22-8696,C,Surco,Normal,Masculino,Accesorios electrónicos,26.56,5,132.8,23.9,156.7,15/10/2021,21:20,Efectivo,6.5
182-30-7562,A,San Isidro,Normal,Masculino,Salud y belleza,84.77,4,339.08,61.03,400.11,5/11/2023,16:29,Tarjeta bancaria,6.9
182-34-3204,D,San Isidro,Miembro,Masculino,Ropa y calzados,79.93,9,719.37,129.49,848.86,28/09/2023,16:26,Billetera digital,9.8
182-38-9180,C,San Borja,Normal,Femenino,Accesorios de moda,19.85,4,79.4,14.29,93.69,9/12/2023,20:00,Efectivo,5.5
